id,text,incident_types,type_labels,severity,severity_label
9383,in some places the soil is bone white with salt deposits we hope that multilateral financial institutions will find ways to restore afghanistan to its full membership quickly,['emergency'],[9],Green,0
7160,the banyak islands sumatra earthquake of april 6 2010 occurred as a result of thrust faulting on or near the subduction interface plate boundary between the australia india and sunda plates,"['emergency', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'earthquake']","[9, 14, 22, 34, 7]",Red,2
10563,sooo not fond of hurricanesandy w her negatory vibes flooding poweroutage annnd to 1self flamin unnecessary chinesefoodbaby,['emergency'],[9],Green,0
4354,families fled with what little they could carry some found shelter in makeshift structures schools churches and other public buildings while thousands were forced to sleep out in the open,"['emergency', 'request', 'aid_related', 'shelter', 'refugees']","[9, 25, 1, 28, 24]",Yellow,1
16099,alagorani nhappy birthday hala for 1st of march from chile without internet in santiago yesterday due to the terremoto fuerza chile,"['emergency', 'electricity', 'weather_related', 'earthquake', 'direct_report']","[9, 8, 34, 7, 6]",Red,2
13292,i would like to know what the goverment is doing,['emergency'],[9],Green,0
3587,i don t have any power and this storm is getting really bad about 3 trees have fallen around my house and the power lines are sparking,"['emergency', 'request', 'aid_related', 'security', 'other_aid', 'electricity', 'weather_related', 'storm', 'direct_report']","[9, 25, 1, 27, 21, 8, 34, 30, 6]",Red,2
12465,i m happy about all the advices you by i m among the victim i came in my province the country side i never get any help,"['emergency', 'aid_related', 'other_aid']","[9, 1, 21]",Yellow,1
16692,each of the concrete two room houses built on a space of 330 square meters has water supply and adequate sanitation facilities,['emergency'],[9],Green,0
10962,look what s left of the fishermen s homes in constituci ö n http bit ly 9zi5jv you can help rebuild their homes latism latism4chile,['emergency'],[9],Green,0
17913,while a strong consensus in favour of positive change prevailed on these issues real political differences also emerged in particular over the role of the former king and over a fundamentalist agenda put forward by some members of jihadi parties,['emergency'],[9],Green,0
10185,they are throwing food out to make people fight for it thank you,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
324,when the school will open in port au prince,"['emergency', 'request', 'aid_related', 'other_aid']","[9, 25, 1, 21]",Yellow,1
7890,these hurricane sandy tweets are killing me ahahahauauahahahahahaahthe city that never sleeps is asleep except for all the people walking the streets with suitcases strange sandy nyc nyc sandy alert nothing going on at the this time stay tuned,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'storm', 'direct_report']","[9, 1, 21, 14, 22, 34, 30, 6]",Red,2
5171,thank you for the message and i would like to help united nations for his good work to become a worker important and useful for it,['emergency'],[9],Green,0
5648,wfp in collaboration with the norwegian refugee council nrc assisted 270 spontaneously refugees returnees from drc who arrived last week in uige and zaire provinces,"['emergency', 'direct_report']","[9, 6]",Green,0
6743,contact we suppose to have to obtain information about 4636,"['emergency', 'request']","[9, 25]",Green,0
7398,over the last 48h a tropical depression caused heavy rainfall and consequent flooding in provinces in central vietnam and the central highlands,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
3209,as they did so chadian soldiers gained a reputation for ruthless efficiency in pursuing and liquidating retreating islamist fighters and were credited with killing some of the most wanted radical leaders,"['emergency', 'aid_related', 'medical_help', 'military', 'death', 'transport', 'weather_related', 'floods']","[9, 1, 15, 17, 5, 32, 34, 11]",Black,3
11267,edh please come by carrefour b to help our kids they will die from hunger,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
12097,monday s 8 7 magnitude earthquake which stuck an hour before midnight toppled almost every building on the main street of gunung sitoli a church studded seaside town,"['emergency', 'infrastructure_related', 'buildings', 'other_infrastructure', 'weather_related', 'earthquake']","[9, 14, 2, 22, 34, 7]",Red,2
18092,and those roads are a major issue hampering access with their poor condition heightened by quake damage,"['emergency', 'transport', 'weather_related', 'earthquake']","[9, 32, 34, 7]",Red,2
14439,there has however been an increase in reported cases of diarrhoea unexplained fevers and respiratory infections,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
4752,the afghanistan interim authority aia planning figure is 20 000 families and 15 000 tents have been distributed or are en route,"['emergency', 'aid_related', 'shelter']","[9, 1, 28]",Yellow,1
8879,waterborne diseases are a leading cause of preventable deaths around the world and are among the five major causes of death in children under the age of five,['emergency'],[9],Green,0
11356,i ve been waiting for the bus for an hour now sandy,['emergency'],[9],Green,0
2379,they will also be insured against natural calamities for ten years,['emergency'],[9],Green,0
16630,i say hi to you mr president preval just thought about us in lagonav for the all help they re giving and we found nothing so please we re waiting for your answer,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
14447,well hurricane sandy managed to open our front door air pressure amiright,"['emergency', 'weather_related', 'storm', 'direct_report']","[9, 34, 30, 6]",Red,2
12361,you need to give electricity in petion ville now,"['emergency', 'request', 'aid_related', 'other_aid', 'electricity']","[9, 25, 1, 21, 8]",Yellow,1
8021,please we can sale me a tent how much it,['emergency'],[9],Green,0
14035,what do you think about three days and three night that will be rainning,['emergency'],[9],Green,0
6658,two nearby residential houses and a secondary school were destroyed by the explosions the prime minister said,"['emergency', 'aid_related', 'military', 'infrastructure_related', 'buildings', 'aid_centers']","[9, 1, 17, 14, 2, 0]",Yellow,1
18383,after the flooding subsides there is a second health crisis this one brought on by contaminated water outbreaks of diarrheal disease and other deadly infections says bas vanderzalm president of medical teams international,['emergency'],[9],Green,0
8177,how am i supposed to hurricane prep when i m stuck working totally worried about my car for this storm especially since its like an inch off the ground oh and falling trees,"['emergency', 'aid_related', 'other_aid', 'infrastructure_related', 'transport', 'other_infrastructure', 'weather_related', 'storm', 'direct_report']","[9, 1, 21, 14, 32, 22, 34, 30, 6]",Red,2
11620,according to him some anonymous donors gave fcfa 35 million us 70 000 30 tons of rice and 1 000 mosquito nets,"['emergency', 'aid_related', 'food']","[9, 1, 12]",Yellow,1
7857,most patients were suffering from headaches fever coughs perut kembung stomach gas and itchy rashes probably due to the dirty water they used for bathing and washing,"['emergency', 'aid_related', 'medical_help']","[9, 1, 15]",Red,2
4421,additionally two boats provided by the maldives private sector is carrying desalinization plants circulating in the northern and southern atolls,['emergency'],[9],Green,0
1101,it s not even hurricane season y allsitting in carrollpark with my mocha latte from smithcanteen enjoying the calm before the storm sandyeveryone please stay inside and be safe during this hurricane i am praying for all of us in ct ny and nj keep your pets safe too sandy,"['emergency', 'aid_related', 'shelter', 'weather_related', 'storm', 'direct_report']","[9, 1, 28, 34, 30, 6]",Red,2
15040,there is no food so that the people can eat,['emergency'],[9],Green,0
13034,they have delivered babies and saved mother s lives from complications caused by earthquake trauma or lack of care and can undertake caesarean sections safe blood transfusions and dialysis,"['emergency', 'request', 'aid_related', 'security', 'shelter', 'direct_report']","[9, 25, 1, 27, 28, 6]",Yellow,1
8609,we need help carrefour has been forgotten completely the foul odor is killing us just letting you know thanks,"['emergency', 'request', 'aid_related', 'other_aid', 'direct_report']","[9, 25, 1, 21, 6]",Yellow,1
8061,i people with me we need food but we have water,"['emergency', 'request', 'aid_related', 'water', 'food']","[9, 25, 1, 33, 12]",Yellow,1
3250,i cant contact my family since the devastation in port au prince because my account is expired i cant use a card please help me,"['emergency', 'request', 'aid_related', 'money', 'missing_people', 'other_aid', 'weather_related', 'earthquake']","[9, 25, 1, 19, 18, 21, 34, 7]",Red,2
12332,while southern provinces of cambodia are still facing severe drought conditions northeastern eastern and southwestern provinces located along the mekong river are now being affected by floods stung treng kratie kampong cham prey veng and kandal,"['emergency', 'weather_related', 'floods', 'other_weather']","[9, 34, 11, 23]",Red,2
3557,i m a young girl and i m doing nothing i was at university it is breaking please can you help me to find a job the person who use to help me s died please help me,['emergency'],[9],Green,0
