id,text,incident_types,severity,type_labels,severity_label,lang
14291,Grabe tubig baha sa loob! kailangan tignan. Bilisan!,['Natural Disaster'],Yellow,[4],1,fil
14292,Grabe nakita ang pera sa daan! medyo masakit. Bilisan!,['Other'],Yellow,[5],1,fil
14293,nahulog na phone sa market. posibleng bali.,['Other'],Yellow,[5],1,fil
14294,"kuryente sunog at landslide sa bundok nangyari, buhay ang nakataya. Padala agad.","['Fire', 'Natural Disaster']",Red,"[0, 4]",2,fil
14295,"Boss may nasusunog na building, agarang emergency.",['Fire'],Red,[0],2,fil
14296,"flash flood nangyari, walang sugat. Padala agad.",['Natural Disaster'],Green,[4],0,fil
14297,"Emergency: typhoon damage and kitchen smoke, life-threatening.","['Natural Disaster', 'Fire']",Red,"[4, 0]",2,en
14298,"burglary, no injuries. po",['Crime'],Green,[1],0,en
14299,Grabe tumatakbo ang apoy! wala nang pulso. Bilisan!,['Fire'],Black,[0],3,fil
14300,Grabe naaksidente sa construction! hindi na umaandar. Bilisan! pls,['Accident'],Black,[2],3,fil
14301,"Urgent - landslide and someone acting erratic, can wait!","['Natural Disaster', 'Other']",Yellow,"[4, 5]",1,en
14302,Grabe bagyo wasak ang bubong! konting galos lang. Bilisan!,['Natural Disaster'],Green,[4],0,fil
14303,"kombulsyon at hostage situation dito sa market, kailangan tignan!","['Medical', 'Crime']",Yellow,"[3, 1]",1,fil
14304,"duguan dito sa kanto, agarang emergency!",['Medical'],Red,[3],2,fil
14305,"Tulong! malakas na ulan at heart attack, deceased.","['Natural Disaster', 'Medical']",Black,"[4, 3]",3,fil
14306,"May sunog sa factory, minor lang.",['Fire'],Green,[0],0,fil
14307,"Biglaang nadaganan ng gamit at may kakaibang kadahilan, walang buhay!","['Accident', 'Other']",Black,"[2, 5]",3,fil
14308,"Urgent - bleeding, not breathing!",['Medical'],Red,[3],2,en
14309,"Emergency! lindol at tumatakbo ang apoy, walang sugat.","['Natural Disaster', 'Fire']",Green,"[4, 0]",0,fil
14310,"Tulong! gas leak at pananakit sa kalsada, posibleng bali.","['Other', 'Crime']",Yellow,"[5, 1]",1,fil
14311,"house fire at kanto, no pulse.",['Fire'],Black,[0],3,en
14312,"Tulong! may kakaibang kadahilan at nahimatay, wala nang pulso.","['Other', 'Medical']",Black,"[5, 3]",3,fil
14313,"nakawan sa bahay nangyari, critical na. Padala agad.",['Crime'],Red,[1],2,fil
14314,nadaganan ng gamit sa tabi ng simbahan. critical na.,['Accident'],Red,[2],2,fil
14315,"Nag-report ng may usok sa kusina, buhay ang nakataya.",['Fire'],Red,[0],2,fil
14316,"May may nagnakaw at malakas na ulan, critical na.","['Crime', 'Natural Disaster']",Red,"[1, 4]",2,fil
14317,"Biglaang jeep tumama sa poste, ok lang!",['Accident'],Green,[2],0,fil
14318,"not breathing, minor only.",['Medical'],Green,[3],0,en
14319,hostage situation sa Poblacion. puwedeng delayed.,['Crime'],Yellow,[1],1,fil
14320,"Nag-report ng ulan di tumitigil at nagwawala ang tao, hindi makahinga.","['Natural Disaster', 'Other']",Red,"[4, 5]",2,fil
14321,"Boss may ulan di tumitigil at sira ang tulay, hindi na umaandar.","['Natural Disaster', 'Other']",Black,"[4, 5]",3,fil
14322,"Nag-report ng duguan at jeep tumama sa poste, deceased.","['Medical', 'Accident']",Black,"[3, 2]",3,fil
14323,"Urgent - flooding, urgent!",['Natural Disaster'],Red,[4],2,en
14324,"lindol at may ligtas na tao nangyari, kaya pang maghintay. Padala agad.","['Natural Disaster', 'Other']",Green,"[4, 5]",0,fil
14325,Grabe hangin nilipat ang yero! hindi na umaandar. Bilisan! po,['Natural Disaster'],Black,[4],3,fil
14326,"May sarado ang daan at may nag-aapoy na kotse, kailangan agad.","['Other', 'Fire']",Red,"[5, 0]",2,fil
14327,"Urgent - collapsed person and truck accident, deceased!","['Medical', 'Accident']",Black,"[3, 2]",3,en
14328,"Tulong! nasusunog na building, kailangan tignan.",['Fire'],Yellow,[0],1,fil
14329,"Emergency: storm, no signs of life.",['Natural Disaster'],Black,[4],3,en
14330,"Biglaang tumatakbo ang apoy at holdap sa tindahan, hindi makahinga!","['Fire', 'Crime']",Red,"[0, 1]",2,fil
14331,"Tulong! nawawalang alahas, minor lang.",['Other'],Green,[5],0,fil
14332,"Urgent - missing person and road collision, severe bleeding!","['Other', 'Accident']",Red,"[5, 2]",2,en
14333,flash flood sa elementary school. konting galos lang.,['Natural Disaster'],Green,[4],0,fil
14334,"Tulong! allergic reaction at naaksidente sa construction, kailangan agad.","['Medical', 'Accident']",Red,"[3, 2]",2,fil
14335,"Biglaang hangin nilipat ang yero, walang buhay.",['Natural Disaster'],Black,[4],3,fil
14336,"Emergency! overdose, hindi na umaandar.",['Medical'],Black,[3],3,fil
14337,pagpatay sa palengke. buhay ang nakataya.,['Crime'],Red,[1],2,fil
14338,"May buntis manganak, agarang emergency.",['Medical'],Red,[3],2,fil
14339,"bugbugan dito sa plaza, ok lang!",['Crime'],Green,[1],0,fil
14340,"structure fire and chest pain, no signs of life.","['Fire', 'Medical']",Black,"[0, 3]",3,en
14341,Grabe may batang umiiyak! hindi na umaandar. Bilisan! po,['Other'],Black,[5],3,fil
14342,"Emergency! diabetic emergency, safe naman.",['Medical'],Green,[3],0,fil
14343,"Tulong! brownout at tubig baha sa loob, hindi na umaandar.","['Other', 'Natural Disaster']",Black,"[5, 4]",3,fil
14344,"May binaril ang tao at truck nasagasaan ang tao, agarang emergency.","['Crime', 'Accident']",Red,"[1, 2]",2,fil
14345,"Boss may nasusunog yung store, puwedeng delayed.",['Fire'],Yellow,[0],1,fil
14346,"BIGLAANG HINDI HUMIHINGA, SAFE NAMAN!",['Medical'],Green,[3],0,fil
14347,"Nag-report ng storm surge, deceased.",['Natural Disaster'],Black,[4],3,fil
14348,"May nagliliyab na bahay, walang sugat.",['Fire'],Green,[0],0,fil
14349,"emergency! nasagasaan, hindi na umaandar.",['Accident'],Black,[2],3,fil
14350,"May kidnapping at buntis manganak, walang sugat.","['Crime', 'Medical']",Green,"[1, 3]",0,fil
14351,"Boss may allergic reaction, konting galos lang.",['Medical'],Green,[3],0,fil
14352,Grabe malakas na ulan! kailangan ng tulong pero stable. Bilisan!,['Natural Disaster'],Yellow,[4],1,fil
14353,may usok sa kusina sa Poblacion. deceased.,['Fire'],Black,[0],3,fil
14354,"Urgent - shooting incident, can wait!",['Crime'],Yellow,[1],1,en
14355,"not breathing and storm at Poblacion, life-threatening.","['Medical', 'Natural Disaster']",Red,"[3, 4]",2,en
14356,"strange object and seizure at Bagong Silang, no signs of life.","['Other', 'Medical']",Black,"[5, 3]",3,en
14357,"ulan di tumitigil dito sa elementary school, critical na!",['Natural Disaster'],Red,[4],2,fil
14358,"May motor crash, kailangan agad.",['Accident'],Red,[2],2,fil
14359,"kitchen smoke at San Jose, no pulse.",['Fire'],Black,[0],3,en
14360,Grabe allergic reaction! ok lang. Bilisan!,['Medical'],Green,[3],0,fil
14361,"Urgent - lost person, deceased!",['Other'],Black,[5],3,en
14362,"may usok sa kusina dito sa tabi ng simbahan, medyo masakit!",['Fire'],Yellow,[0],1,fil
14363,"May may nag-aapoy na kotse, agarang emergency.",['Fire'],Red,[0],2,fil
14364,hostage situation sa Bagong Silang. buhay ang nakataya.,['Crime'],Red,[1],2,fil
14365,"TULONG! FLASH FLOOD, HINDI MAKAHINGA.",['Natural Disaster'],Red,[4],2,fil
14366,"lupa gumuho dito sa highway, safe naman!",['Natural Disaster'],Green,[4],0,fil
14367,"Emergency! bodega nasusunog, kailangan ng tulong pero stable.",['Fire'],Yellow,[0],1,fil
14368,"Emergency: motorcycle collision and stroke, safe to wait.","['Accident', 'Medical']",Green,"[2, 3]",0,en
14369,binaril ang tao sa Bagong Silang. walang buhay.,['Crime'],Black,[1],3,fil
14370,"Emergency! chemical fire, malakas na dugo.",['Fire'],Red,[0],2,fil
14371,"Emergency! hangin nilipat ang yero at heart attack, critical na.","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
14372,"Emergency: collapsed person and typhoon damage, safe to wait.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,en
14373,"Biglaang diabetic emergency at lupa gumuho, kailangan tignan! pls","['Medical', 'Natural Disaster']",Yellow,"[3, 4]",1,fil
14374,Grabe storm surge! agarang emergency. Bilisan!,['Natural Disaster'],Red,[4],2,fil
14375,"May motor crash, kailangan agad.",['Accident'],Red,[2],2,fil
14376,"Emergency! diabetic emergency at nakita ang bangkay, kailangan ng tulong pero stable.","['Medical', 'Other']",Yellow,"[3, 5]",1,fil
14377,"Emergency! sunog sa factory at bagyo wasak ang bubong, deceased.","['Fire', 'Natural Disaster']",Black,"[0, 4]",3,fil
14378,"holdap sa tindahan nangyari, deceased. Padala agad.",['Crime'],Black,[1],3,fil
14379,"EARTHQUAKE, CAN WAIT.",['Natural Disaster'],Yellow,[4],1,en
14380,"Emergency! tubig baha sa loob at nakita ang pera sa daan, minor lang.","['Natural Disaster', 'Other']",Green,"[4, 5]",0,fil
14381,"tumutunog na siren nangyari, deceased. Padala agad.",['Other'],Black,[5],3,fil
14382,landslide sa bundok at aso na-trap sa plaza. kailangan ng tulong pero stable.,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1,fil
14383,Grabe walang kuryente! kailangan ng tulong pero stable. Bilisan!,['Other'],Yellow,[5],1,fil
14384,"Tulong! kombulsyon, wala nang pulso.",['Medical'],Black,[3],3,fil
14385,"BOSS MAY LANDSLIDE SA BUNDOK, KAILANGAN NG TULONG PERO STABLE.",['Natural Disaster'],Yellow,[4],1,fil
14386,overdose sa palengke. minor lang.,['Medical'],Green,[3],0,fil
14387,"Boss may nag-aaway ng malakas, konting galos lang.",['Crime'],Green,[1],0,fil
14388,"nakawan sa bahay dito sa palengke, walang buhay!",['Crime'],Black,[1],3,fil
14389,"Tulong! heart attack at nahulog na phone, kailangan tignan.","['Medical', 'Other']",Yellow,"[3, 5]",1,fil
14390,"Nag-report ng nahimatay, kailangan tignan. po",['Medical'],Yellow,[3],1,fil
14391,jeep tumama sa poste at nag-aaway ng malakas sa elementary school. konting galos lang.,"['Accident', 'Crime']",Green,"[2, 1]",0,fil
14392,"Nag-report ng nasusunog na building at hit and run, ok lang.","['Fire', 'Accident']",Green,"[0, 2]",0,fil
14393,"Nag-report ng motor crash, ok lang.",['Accident'],Green,[2],0,fil
14394,"Biglaang may nagnakaw, konting galos lang!",['Crime'],Green,[1],0,fil
14395,"Biglaang bangga ng kotse at baha sa kalsada, deceased!","['Accident', 'Natural Disaster']",Black,"[2, 4]",3,fil
14396,"Urgent - structure fire, no signs of life!",['Fire'],Black,[0],3,en
14397,"road collision, life-threatening.",['Accident'],Red,[2],2,en
14398,"Urgent - vehicle accident, can wait!",['Accident'],Yellow,[2],1,en
14399,"nasusunog na building nangyari, kailangan agad. Padala agad.",['Fire'],Red,[0],2,fil
14400,"lindol nangyari, wala nang pulso. Padala agad.",['Natural Disaster'],Black,[4],3,fil
14401,"Urgent - welfare check needed, no injuries!",['Other'],Green,[5],0,en
14402,"boss may may nag-aapoy na kotse, critical na.",['Fire'],Red,[0],2,fil
14403,"car crash at palengke, no signs of life.",['Accident'],Black,[2],3,en
14404,"gubat na mapapasok at sunog sa bahay dito sa elementary school, hindi makahinga!","['Other', 'Fire']",Red,"[5, 0]",2,fil
14405,"truck nasagasaan ang tao dito sa sakayan, walang sugat!",['Accident'],Green,[2],0,fil
14406,"Biglaang gas leak, buhay ang nakataya!",['Other'],Red,[5],2,fil
14407,"Tulong! nadulas at allergic reaction, malakas na dugo.","['Accident', 'Medical']",Red,"[2, 3]",2,fil
14408,"Boss may truck nasagasaan ang tao at ulan di tumitigil, ok lang.","['Accident', 'Natural Disaster']",Green,"[2, 4]",0,fil
14409,"pananakit sa kalsada at hangin nilipat ang yero dito sa San Jose, patay na!","['Crime', 'Natural Disaster']",Black,"[1, 4]",3,fil
14410,"Boss may binaril ang tao, patay na.",['Crime'],Black,[1],3,fil
14411,Grabe taong nakadating na basta-basta! medyo masakit. Bilisan!,['Other'],Yellow,[5],1,fil
14412,"not breathing at highway, no pulse.",['Medical'],Black,[3],3,en
14413,"May banggaan sa highway, deceased.",['Accident'],Black,[2],3,fil
14414,"nahulog sa kanal nangyari, puwedeng delayed. padala agad.",['Accident'],Yellow,[2],1,fil
14415,"duguan dito sa Barangay Centro, kailangan agad!",['Medical'],Red,[3],2,fil
14416,"kemikal natapon dito sa kanto, kaya pang maghintay!",['Other'],Green,[5],0,fil
14417,"nadulas dito sa Poblacion, posibleng bali!",['Accident'],Yellow,[2],1,fil
14418,"Urgent - electrical fire, can wait!",['Fire'],Yellow,[0],1,en
14419,nasusunog yung store at pananakit sa kalsada sa highway. kailangan tignan.,"['Fire', 'Crime']",Yellow,"[0, 1]",1,fil
14420,"Tulong! kuryente sunog at malakas na ulan, kailangan tignan.","['Fire', 'Natural Disaster']",Yellow,"[0, 4]",1,fil
14421,"Emergency: road collision, no signs of life. pls",['Accident'],Black,[2],3,en
14422,hindi humihinga sa Barangay Centro. buhay ang nakataya.,['Medical'],Red,[3],2,fil
14423,heart attack sa tabi ng simbahan. posibleng bali. pls,['Medical'],Yellow,[3],1,fil
14424,"Nag-report ng hostage situation, patay na.",['Crime'],Black,[1],3,fil
14425,"duguan nangyari, agarang emergency. Padala agad.",['Medical'],Red,[3],2,fil
14426,"Tulong! heart attack at baha sa kalsada, kaya pang maghintay.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0,fil
14427,diabetic emergency sa plaza. critical na.,['Medical'],Red,[3],2,fil
14428,"sunog sa factory at hostage situation nangyari, hindi na umaandar. Padala agad.","['Fire', 'Crime']",Black,"[0, 1]",3,fil
14429,"Nag-report ng hit and run, kailangan ng tulong pero stable.",['Accident'],Yellow,[2],1,fil
14430,sirang bahay sa sakayan. buhay ang nakataya.,['Other'],Red,[5],2,fil
14431,"pananakit sa kalsada at kuryente sunog nangyari, medyo masakit. Padala agad.","['Crime', 'Fire']",Yellow,"[1, 0]",1,fil
14432,"shooting incident and stroke at Bagong Silang, safe to wait.","['Crime', 'Medical']",Green,"[1, 3]",0,en
14433,"May hindi humihinga, walang buhay.",['Medical'],Black,[3],3,fil
14434,NASUSUNOG YUNG STORE SA SAKAYAN. AGARANG EMERGENCY.,['Fire'],Red,[0],2,fil
14435,"Boss may tubig baha sa loob, agarang emergency.",['Natural Disaster'],Red,[4],2,fil
14436,"May nasusunog yung store, puwedeng delayed.",['Fire'],Yellow,[0],1,fil
14437,"Tulong! truck nasagasaan ang tao at lindol, safe naman.","['Accident', 'Natural Disaster']",Green,"[2, 4]",0,fil
14438,"pananakit sa kalsada dito sa Barangay Centro, konting galos lang!",['Crime'],Green,[1],0,fil
14439,landslide sa bundok sa kanto. kailangan ng tulong pero stable.,['Natural Disaster'],Yellow,[4],1,fil
14440,Grabe kidnapping at landslide sa bundok! agarang emergency. Bilisan!,"['Crime', 'Natural Disaster']",Red,"[1, 4]",2,fil
14441,"heart attack dito sa elementary school, agarang emergency!",['Medical'],Red,[3],2,fil
14442,"Nag-report ng kuryente sunog, patay na.",['Fire'],Black,[0],3,fil
14443,"Boss may hindi humihinga, ok lang.",['Medical'],Green,[3],0,fil
14444,"Tulong! nahihirapang huminga, patay na.",['Medical'],Black,[3],3,fil
14445,"may ligtas na tao at stroke nangyari, patay na. Padala agad.","['Other', 'Medical']",Black,"[5, 3]",3,fil
14446,"may kutsilyo nangyari, buhay ang nakataya. Padala agad.",['Crime'],Red,[1],2,fil
14447,"Boss may buntis manganak, konting galos lang.",['Medical'],Green,[3],0,fil
14448,"Nag-report ng gulo sa rally, agarang emergency.",['Other'],Red,[5],2,fil
14449,"Boss may gasoline sunog, deceased.",['Fire'],Black,[0],3,fil
14450,"May motor crash, safe naman.",['Accident'],Green,[2],0,fil
14451,"burglary at highway, no injuries.",['Crime'],Green,[1],0,en
14452,"unauthorized entry and flooding, life-threatening.","['Other', 'Natural Disaster']",Red,"[5, 4]",2,en
14453,"Urgent - typhoon damage, deceased!",['Natural Disaster'],Black,[4],3,en
14454,"Tulong! bagyo wasak ang bubong, buhay ang nakataya.",['Natural Disaster'],Red,[4],2,fil
14455,"Tulong! sunog sa factory, safe naman.",['Fire'],Green,[0],0,fil
14456,"overdose nangyari, malakas na dugo. Padala agad. pls",['Medical'],Red,[3],2,fil
14457,"may isda sa ilog dito sa Bagong Silang, hindi na umaandar!",['Other'],Black,[5],3,fil
14458,"biglaang binaril ang tao, critical na!",['Crime'],Red,[1],2,fil
14459,Grabe aso na-trap at may nagnakaw! buhay ang nakataya. Bilisan!,"['Other', 'Crime']",Red,"[5, 1]",2,fil
14460,"Biglaang nakawan sa bahay, kailangan ng tulong pero stable! pls",['Crime'],Yellow,[1],1,fil
14461,"Urgent - assault on street, deceased!",['Crime'],Black,[1],3,en
14462,Grabe sugatan! ok lang. Bilisan!,['Medical'],Green,[3],0,fil
14463,"shooting incident, deceased.",['Crime'],Black,[1],3,en
14464,Grabe ulan di tumitigil! malakas na dugo. Bilisan!,['Natural Disaster'],Red,[4],2,fil
14465,"Urgent - lost child and vehicle accident, safe to wait!","['Other', 'Accident']",Green,"[5, 2]",0,en
14466,"Nag-report ng kidnapping, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1,fil
14467,may nagnakaw sa sakayan. minor lang.,['Crime'],Green,[1],0,fil
14468,nadulas sa Poblacion. kailangan tignan.,['Accident'],Yellow,[2],1,fil
14469,"Tulong! nasagasaan, walang buhay.",['Accident'],Black,[2],3,fil
14470,"overdose dito sa tabi ng simbahan, minor lang!",['Medical'],Green,[3],0,fil
14471,"tubig baha sa loob dito sa San Jose, buhay ang nakataya!",['Natural Disaster'],Red,[4],2,fil
14472,"May tagas ng tubig at binaril ang tao, malakas na dugo. po","['Other', 'Crime']",Red,"[5, 1]",2,fil
14473,"flooding at tabi ng simbahan, severe bleeding.",['Natural Disaster'],Red,[4],2,en
14474,Grabe may kutsilyo! patay na. Bilisan!,['Crime'],Black,[1],3,fil
14475,"kitchen smoke at kanto, can wait.",['Fire'],Yellow,[0],1,en
14476,"Nag-report ng lupa gumuho, malakas na dugo.",['Natural Disaster'],Red,[4],2,fil
14477,"road collision, can wait. po",['Accident'],Yellow,[2],1,en
14478,"Tulong! nahihirapang huminga, patay na.",['Medical'],Black,[3],3,fil
14479,Grabe may kakaibang kadahilan at baha sa kalsada! hindi na umaandar. Bilisan!,"['Other', 'Natural Disaster']",Black,"[5, 4]",3,fil
14480,chemical fire at heart attack sa plaza. deceased.,"['Fire', 'Medical']",Black,"[0, 3]",3,fil
14481,"Biglaang riot, hindi na umaandar!",['Other'],Black,[5],3,fil
14482,"Nag-report ng bagyo wasak ang bubong, agarang emergency.",['Natural Disaster'],Red,[4],2,fil
14483,"Nag-report ng nadaganan ng gamit, malakas na dugo.",['Accident'],Red,[2],2,fil
14484,"truck nasagasaan ang tao nangyari, ok lang. Padala agad. po",['Accident'],Green,[2],0,fil
14485,"truck nasagasaan ang tao dito sa plaza, critical na!",['Accident'],Red,[2],2,fil
14486,"Tulong! nag-aaway ng malakas, patay na.",['Crime'],Black,[1],3,fil
14487,"Biglaang lupa gumuho, agarang emergency!",['Natural Disaster'],Red,[4],2,fil
14488,"collapsed person and structure fire, safe to wait.","['Medical', 'Fire']",Green,"[3, 0]",0,en
14489,"seizure, no injuries.",['Medical'],Green,[3],0,en
14490,"storm at Bagong Silang, life-threatening.",['Natural Disaster'],Red,[4],2,en
14491,storm surge sa highway. kailangan ng tulong pero stable.,['Natural Disaster'],Yellow,[4],1,fil
14492,"hit and run dito sa Barangay Centro, malakas na dugo!",['Accident'],Red,[2],2,fil
14493,"bleeding and landslide at palengke, deceased.","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
14494,"lindol nangyari, buhay ang nakataya. Padala agad.",['Natural Disaster'],Red,[4],2,fil
14495,"Biglaang lupa gumuho at may gutom na tao, critical na!","['Natural Disaster', 'Other']",Red,"[4, 5]",2,fil
14496,"burglary at Poblacion, severe bleeding.",['Crime'],Red,[1],2,en
14497,"Tulong! stroke, konting galos lang.",['Medical'],Green,[3],0,fil
14498,"malakas na ulan dito sa elementary school, deceased!",['Natural Disaster'],Black,[4],3,fil
14499,holdap sa tindahan sa palengke. kailangan agad.,['Crime'],Red,[1],2,fil
